T,s,S,R3,z,Z,R2,E,N
6.643933609835549,40.82719208700746,45.28626050278163,65.36229582324816,16.97816534124469,7.0212529642212465,13.188155344382231,33.57068671042184,8.541333858286576
25.318814479764406,74.74527005237337,56.08529117002,57.890731672331086,59.47243523673214,63.58050247605213,53.48780801593574,5.663074375003133,6.642192048204418
39.16862706652851,49.64448646563372,58.61854412976054,30.802228790911222,51.70445325281261,63.8963944148543,1.503812089595278,5.37912904471272,3.519760409606655
55.651067249588266,7.491914876388808,43.61092783278783,49.16452099197805,52.263222778473136,60.15006298388927,6.254028665201222,0.7586602488286925,5.831157599004255
58.392169131116674,46.18518645809897,48.12504209467383,48.84546361575443,21.194510985764847,4.2580400250941075,28.113848569141936,30.307647471235605,21.252716375770568
52.289989652761264,11.742643017421942,57.31264105003149,38.47285784309634,21.214695387073427,42.45978787205465,45.86964293364068,9.841775712787724,15.012870531513418
45.019589776953495,39.01571620202668,43.48890791071517,56.012054990133876,49.00705090076085,1.1979555340373225,6.224877686568005,16.975726472376053,3.857214913299452
2.388718705483467,58.745903508127896,22.77167700848996,62.80063980416433,21.173860577009044,42.950558425904234,39.40455130513908,20.092512522082842,6.303335052262259
28.084750800144498,3.2582672346000536,26.56448911730031,2.7010924751045655,23.77414145779862,4.6897261632741785,53.8720765820723,9.375725086284751,5.4122242289534
3.1572446355895663,26.086328631748337,53.683959104356504,22.156984472632722,34.14912369126584,63.40810242166812,61.896520321664994,30.220390672526257,1.3428165515069024
3.2679745426738176,14.551673512021797,18.085836613689004,57.62897961331231,68.94375379581781,33.93682543541718,53.38790009508599,13.771828702928364,18.41562915082698
52.223170539483405,41.58489672230935,65.71090200330342,57.48064607923846,54.73542592374933,4.489546978392062,66.55096784530402,2.653635659813442,50.790754332051804
16.815238659967356,9.517329917922654,5.510937548368062,61.55520348568847,41.62675447388268,60.80713702238813,24.44837542798438,4.514894448043011,35.12322443000534
49.62197033689135,65.06019873852404,48.48866239112783,11.595779039172946,39.26195374919921,6.986648443851001,58.0261070538116,41.95312199707794,16.188854546289303
4.5413589082798875,82.62999596003962,3.593192187536334,3.3040004468993507,31.017074321779617,4.758753082104732,43.900585884383005,18.113910413653592,2.4819541099730147
59.918980197414285,72.04934123750104,60.097762095285674,29.31363464729155,60.8832739161785,23.00623091152782,64.64429155598572,4.633408992374289,1.1929958744282056
14.4370884532843,13.523163187670109,85.78260003745436,56.81830141304455,77.18122578108384,45.694086998596894,4.3556658079058215,17.859590754767613,15.01739694495996
64.57183759947446,30.939380631958503,52.10515012361461,3.747334704968485,48.67281136613677,34.41348321522282,9.271712058058927,20.64116350700244,3.6734243645573628
46.44428865369912,68.22716451801371,44.91571110829217,54.965295321956816,18.33355288247831,65.0449074679161,42.04585612629592,18.877422536927664,35.289199491789006
21.832772162547954,35.12487319428796,61.999029382641844,1.428632535379991,15.501053643360201,10.712108355191194,36.2813981282614,3.8932106385502494,11.004969501022522
56.2337920245662,8.41768050502018,61.85343580035486,22.805142465504687,21.16285988764519,57.16308929958214,11.304089821769686,21.101545738584974,3.673146024006979
51.470988327178894,86.99621032787412,58.60936886725726,47.906204370658486,45.48539104769756,53.906265696456465,38.95015177343756,4.0364482581876135,5.4803099048669495
51.11790074716343,27.338409703596817,47.93703006763438,15.789337043730471,8.404727414734413,53.935256900725584,42.406410217589695,8.764723429399638,15.61118172353558
52.27216548572582,11.35060155756449,25.862649946784124,18.41598047272708,71.01462611714642,25.97450182302942,50.52842866302662,0.8721903865991057,12.591305960472226
12.85774999541419,22.87491750995229,7.156732286813924,64.59258215724111,85.44774821238056,52.92343287797449,3.847255271780413,3.0497165751513515,23.944654170038568
19.919394436133075,83.41817834565913,3.6701895237343143,66.48988033664395,79.58830775330944,48.47362328184005,19.82998269522669,1.0350527157256684,5.008607177541119
56.15528474240453,56.886287483231115,22.24762997396173,60.968657277424704,31.32286089324184,16.028300091134412,67.00394890678281,0.49016827447126743,40.98757577492764
35.8395178613995,49.102541576044054,43.67197336297517,49.364767223514136,47.103058176848016,47.97788701949326,1.4800154898379654,6.139474789281953,80.48596762968347
14.182738723081137,68.62095594789015,60.753249080958554,62.600030041088715,13.060193501692126,36.33404911965202,47.468895148975065,6.380300538112632,11.57921714356072
25.598951928726386,45.08620395652889,59.8767802129067,14.685587163453544,13.917442874047177,64.3480862513598,65.19342495315092,47.73394943843947,2.8036610564635307
44.323940851917285,21.205988482589433,16.700308774972843,54.776277418821095,27.72262596536249,5.233591327187706,52.83755563711368,12.363714511801325,29.544615045429573
92.21245247216787,10.44545057979499,56.0185336590128,54.26225335641632,28.245424241617005,13.478318369293435,52.23003401748846,5.08585024668613,17.737649178480275
56.061899336693905,37.74827329337519,27.297872040791347,62.06157210693266,41.84752771568553,46.775318506746906,1.345510439849154,19.005232887431635,66.1353990162619
47.681289204046905,35.18791783701796,63.51037880000257,8.24221719552393,8.278972310961645,55.3639213024894,15.720720827186401,10.04195982336876,17.910132391847384
39.64409691688627,6.177559664073172,2.453032387635511,40.62425490712229,30.8791266152419,61.368373660411166,48.69957971333942,15.817970506453253,1.1060346921536337
30.704834000754317,17.139918098153714,39.72528415901236,12.504779662906547,53.3552910177521,42.053512358274176,59.76706748110573,40.87633889861853,30.128428842996044
12.285549882449324,17.46665922548187,39.78278606603142,7.2462174907529056,80.53572899264302,21.77029073695998,16.818515252314967,16.11826458979632,15.575559428020252
53.65030250079211,80.99348865572799,55.185914028516976,55.60701063794329,19.938730992202593,57.82046431703277,15.234818546313619,1.4781552926175485,47.40366396647705
47.55772785122644,28.024164109042765,68.10460689846548,22.058476651776957,68.62750486688316,4.838863835477586,2.434579556916941,4.067833302063923,23.257805249513254
14.143404443379875,28.62858908114189,34.8978995303998,56.35222274938336,73.92807139827721,33.19781051293608,60.772485965909176,16.83804720332891,2.3523939756682535
27.706895562647794,87.47499660356682,8.860396160183232,20.944084132362313,55.6833183517917,55.43608209383221,25.099358182389203,5.749477617688845,9.946752190642325
41.75431501591986,20.696030935431573,44.02216462416453,27.597035598081124,82.62718539302594,49.97983967429488,38.41523269752857,0.3381570542558845,31.655747614394457
56.25686878271897,34.82720685251467,54.24668345079808,3.8971746311341846,31.736445760510932,64.06573283867397,53.23319804510775,15.28030968782842,1.4363957877489912
49.4866269297171,5.837501255033372,25.88908405710717,25.56539921300446,6.050880374556819,20.86070640803927,49.06471852054796,0.7218417497648882,28.99930574873472
32.51577598909408,82.99735177400991,47.76209847101042,55.78996220461727,35.07585353295461,16.913937680128292,53.71272011659107,24.523835208403085,12.186281091803824
6.646750382818442,5.343228437421884,38.887560249838074,63.97408248552196,41.312363332241006,17.804666327741653,43.62076865697391,1.7925547860070643,33.68066806511568
30.85213625477968,40.204536761663356,64.17054655213056,55.922883671493196,42.53483046452409,65.68040662832598,14.794638618841038,27.86776484212348,27.785225125237673
65.44138180670515,52.73086384131355,1.4366791366097016,19.8019289983277,87.29420348718455,40.80122189218332,54.0046966251721,12.342143489475578,18.17412486779851
18.585165787876928,3.1498942564707404,62.31074413409573,3.076208632699946,19.947782914860134,62.546314854944185,1.6497863540350068,22.774633756896442,1.8449520562838622
3.4154026990829136,11.279863815364774,46.880790830852845,31.792728553022357,66.20165416914453,69.35787797369981,23.528973496546627,7.689876380392513,5.581055624434316
35.988759072864745,41.56132145462196,4.771023734578549,4.2646305043243995,17.00525083049546,41.30448566658454,64.45836928961484,2.7034527580984307,13.360807972732491
59.508333930988776,39.55700477444684,18.260496145106615,51.35942183045837,87.18602840531646,64.70654069517076,65.43720790779756,34.355646768988656,12.21799180031556
25.412393348284958,38.14669079894834,29.474201468119848,10.452616338441162,4.610205127673938,40.63288024665137,51.21649844436813,2.8382692275000356,28.179818399740988
33.56583824133246,17.41599870777548,19.06125374617622,5.014118361827858,85.04826775996227,11.70530493116356,47.93255993760714,7.174830451704806,7.481886642288316
61.70480152159493,17.6714967938244,31.60505752076825,41.49594856014653,80.05886105489202,60.0381705785924,49.69927258145862,3.456276792414653,17.348634081080533
15.526444159866838,10.545376782774513,34.25445448625513,32.95849345931437,65.06126189707274,52.87411040329741,38.131753235370084,16.393790130252533,3.180601779267233
68.29088106780813,52.18485860157927,2.1129504175828777,19.751953068333783,21.344742691302017,39.922306640391874,7.028590459807965,3.6014586972687566,30.250695547503625
34.97534411641213,44.56680647676781,57.97797453067592,3.927610034108752,34.437074379479455,3.0769555491605454,3.6462545775295876,27.05647498797481,19.492467545530552
52.34402643825763,71.51641659588475,61.561213725551,56.669088105312724,43.06207994933671,4.976873180166885,47.23831096353477,2.8099556974847077,9.783657303835119
52.30102528558506,22.527289406757244,2.695388944266305,60.61010926836813,21.424835133326894,49.01664768718089,23.60335212418143,3.7283763624064092,2.499071242585487
57.244718664818514,79.47918097707415,47.00337498468758,47.996064835126035,37.15901037559323,47.21443183857309,12.275243349389605,2.875962657421124,30.068844913258822
6.148746707858264,16.800924414904753,3.6183555750616474,19.031256420616558,79.11035541815475,50.37757714167425,65.62192797610983,4.7738483748664695,3.7179120303372413
62.9885052384529,11.676077880105574,53.22531374554017,42.63914407442319,52.258022961137755,58.77740390851747,3.808785068913443,19.906134486502417,34.10181708575182
60.26586285162658,55.75149442586266,67.75424871448524,12.77085577730967,26.663392757784347,17.2817706514405,14.896605981191243,5.031825547985172,4.608760958214857
39.313439721606116,17.51810577425401,30.58037472887594,53.558544727185115,26.915748231393806,55.43288124635956,41.34425012642066,3.1028191269267458,9.626111738652426
29.680775342301366,43.17138031397777,21.2160593251642,9.074557093311412,71.00576081995482,2.4544507997486256,52.744197285951046,34.62312649292085,29.14489485335441
55.09931652868727,91.90019776793015,53.37543827535555,37.54540194209606,74.08959071922521,36.69977837733115,10.817211760571176,14.89705020511131,4.715774618366795
1.6236742111386746,68.62014939065443,62.55136254273911,5.609401823730391,34.53484439806247,4.655164316332586,69.1624639834651,8.63009334151196,3.238500113103186
12.970311702549324,72.57355288028594,7.480192230108502,21.755041146241908,12.355032340334375,49.98774610744823,5.647106933093651,29.643516239080803,41.33604966286188
19.17523955344494,82.87279196381284,56.2665620386832,55.28959264505895,37.110854822743256,8.065312303147783,58.8174518072798,5.285624773323796,62.272535882618286
